epoch,lr,train_total,train_event,train_time,train_pause,train_traj,train_event_acc,train_pause_acc,train_time_mae_s,train_traj_err_m,train_final_err_m,val_total,val_event,val_time,val_pause,val_traj,val_event_acc,val_pause_acc,val_time_mae_s,val_traj_err_m,val_final_err_m
12,0.001,4.038216342096743,1.4056609298871912,2.4951592683792114,0.2488599207090295,0.012966152867707222,0.4720108695652174,0.9116847826086957,3.872865446754124,4.812947704481042,7.5864089426787,3.7030163764953614,1.3389558951059977,2.2270208597183228,0.25673361370960873,0.008672831843917568,0.5,0.925,3.4392518838246664,3.7402089913686116,5.676748275756836
13,0.001,4.002705723306407,1.3972722400789674,2.468049024498981,0.2494298376466917,0.012669538001975287,0.47934782608695653,0.9152173913043479,3.8214630717816562,4.737531943943189,7.47784246776415,3.6399696032206217,1.3372089346249898,2.1655916849772137,0.2563341309626897,0.009001964563503861,0.5083333333333333,0.925,3.2000431934992473,3.7362051963806153,5.715190823872884
14,0.001,3.9601871925851575,1.372594203637994,2.451071787917096,0.24818656548209814,0.012427921649878439,0.48550724646319515,0.9138586956521739,3.808643180391063,4.702982183124708,7.374643906303074,3.649001868565877,1.3498846848805746,2.16942830880483,0.2405490279197693,0.009414393454790115,0.4979166666666667,0.925,3.044587333997091,3.8570773601531982,5.845744482676188
15,0.001,3.928516385866248,1.3531998312991598,2.4410216694292814,0.2440387008630711,0.01227556083391866,0.49483695652173915,0.9152173913043479,3.8185718101003894,4.658682928914609,7.378605817711872,3.6771628061930337,1.3730396111806233,2.1753387371699016,0.24075392931699752,0.00840748380869627,0.48333333333333334,0.925,3.2003440062204995,3.633396371205648,5.553011322021485
16,0.001,3.8741757662399956,1.3312059148498203,2.4105219975761747,0.24095995505542858,0.011967884103322158,0.5018115942892821,0.9116847826086957,3.744107611283012,4.568191153070201,7.352138888317605,3.682596476872762,1.3788214683532716,2.1649084091186523,0.26009511947631836,0.008819054486230016,0.47708333333333336,0.925,3.0975214799245196,3.691149346033732,5.822350533803304
17,0.001,3.89765886845796,1.343307790548905,2.421227788925171,0.24175767555184988,0.012244450568181017,0.500724637767543,0.9152173913043479,3.785477756417316,4.640383134717527,7.3505854109059205,3.6295297145843506,1.3301528135935465,2.1669819752375283,0.24728768368562062,0.008751059618468086,0.5,0.9229166666666667,3.126546351114909,3.727551476160685,5.80493852297465
18,0.001,3.888309673641039,1.314430360172106,2.4374603053797848,0.24820601823537247,0.012315992379318113,0.5067028986371082,0.9123188407524773,3.775279118703759,4.685559152520221,7.4708048322926395,3.7406234900156656,1.3932456294695537,2.2077563365300494,0.261596151192983,0.008823437026391427,0.4791666666666667,0.9229166666666667,3.3426761468251547,3.701706806818644,5.5759139696757
19,0.001,3.8372067078300143,1.3062733712403671,2.400990310959194,0.23599884995947715,0.011943590685563244,0.5088768116805864,0.914945652173913,3.7184536964997,4.580425938316013,7.330066792861275,3.6509462515513103,1.3490094820658365,2.164629642168681,0.25718770126501717,0.00871322291592757,0.49166666666666664,0.9229166666666667,3.1244271755218507,3.6949911594390867,5.758054224650065
20,0.001,3.832047466609789,1.2814423322677613,2.420507610362509,0.23614616251510123,0.0120244388671025,0.5287137682023255,0.9163043478260869,3.717895868550176,4.65169708210489,7.361327710358993,3.6970616499582927,1.3852108558019003,2.1722926060358683,0.2617879450321198,0.008664298010990024,0.4979166666666667,0.9208333333333333,3.1983395497004192,3.654389238357544,5.640539836883545
21,0.001,3.7748834713645603,1.250516508454862,2.4002174035362573,0.22372908187301263,0.012285024328562228,0.5359601451003033,0.9165760869565217,3.6844696573589157,4.640068759088931,7.317641357753588,3.679615052541097,1.3897331794102987,2.1499434312184653,0.26120989496509234,0.00933346430150171,0.48541666666666666,0.9270833333333334,3.1093976736068725,3.8683368523915607,6.042023785909017
22,0.001,3.7430436652639636,1.231756821922634,2.3826080436291903,0.23334565146461778,0.012005967533458834,0.5404891304347826,0.9115036233611729,3.6403063146964363,4.638004715546318,7.341560359623121,3.7831484635670978,1.4556277831395468,2.1868058602015177,0.26391395553946495,0.00875783550242583,0.47291666666666665,0.9229166666666667,3.272876731554667,3.669964567820231,5.652222045262655
23,0.001,3.7222937957100246,1.2261447403741919,2.373956362060879,0.21996171992758046,0.012211825317986633,0.5425724638544995,0.9190217391304348,3.733346894513006,4.617349442191746,7.379979631175166,3.7679829438527426,1.4388160626093547,2.1880428632100424,0.26576832036177317,0.00823991810902953,0.4895833333333333,0.9083333333333333,3.0852941513061523,3.6052085717519122,5.565861511230469
24,0.0005,3.626350618445355,1.1613407811392908,2.346034716523212,0.21469267797858818,0.011628772727335276,0.5736413043478261,0.9206521739130434,3.5476752218992815,4.533152889168781,7.2036835338758385,3.724479834238688,1.4267351706822713,2.1549031178156537,0.269108946621418,0.008287036387870709,0.48541666666666666,0.9208333333333333,3.1622838656107586,3.593000872929891,5.601325798034668
25,0.0005,3.554091227572897,1.1214644074440003,2.3185368620831035,0.20526504471250204,0.011457423842005918,0.5910326086956522,0.9247282608695652,3.497768509906271,4.482614298488783,7.1759804476862366,3.7723859469095866,1.445714012781779,2.1772036870320637,0.2821972573796908,0.008369630916664999,0.4583333333333333,0.9145833333333333,3.266882395744324,3.6009334405263265,5.602677917480468
26,0.0005,3.5450098369432532,1.1153664371241694,2.316351075794386,0.20301518592497578,0.011784720222425202,0.58577898559363,0.9198369565217391,3.470484247414962,4.559900866384091,7.267863120203433,3.772795486450195,1.4465996901194254,2.179436461130778,0.27708551784356433,0.00821655102384587,0.5,0.9020833333333333,3.132588847478231,3.6506007035573322,5.6484443346659345
27,0.0005,3.491487208656643,1.0835771405178567,2.3034190043159155,0.18595503257668536,0.01151354274024134,0.5889492755350859,0.925,3.479020236886066,4.511062597191852,7.254189395904541,3.8573944568634033,1.490951132774353,2.214768966039022,0.28697603245576225,0.008186379307880997,0.48125,0.9041666666666667,3.335869057973226,3.5583031018575033,5.5530677318573
